epi_week,country,state,loc,loc_type,disease,event,number,from_date,to_date,url
36349,189608,US,OH,YOUNGSTOWN,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-16,1896-02-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999632
36350,189608,US,OH,YOUNGSTOWN,CITY,SCARLET FEVER,DEATHS,1,1896-02-16,1896-02-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999632
36351,189609,US,OH,YOUNGSTOWN,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999632
36352,189610,US,PA,ALLEGHENY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36353,189610,US,PA,ALLEGHENY,CITY,DIPHTHERIA,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36354,189610,US,PA,ALLEGHENY,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36355,189609,US,NY,AUBURN,CITY,SCARLET FEVER,DEATHS,2,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36356,189610,US,MD,BALTIMORE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,23,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36357,189610,US,MD,BALTIMORE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36358,189610,US,MD,BALTIMORE,CITY,SCARLET FEVER,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36359,189610,US,MD,BALTIMORE,CITY,DIPHTHERIA,DEATHS,5,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36360,189610,US,MD,BALTIMORE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36361,189610,US,MI,BATTLE CREEK,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36362,189610,US,MA,BOSTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,23,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36363,189610,US,MA,BOSTON,CITY,SCARLET FEVER,DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36364,189610,US,MA,BOSTON,CITY,DIPHTHERIA,DEATHS,8,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36365,189610,US,CT,BRIDGEPORT,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36366,189610,US,CT,BRIDGEPORT,CITY,DIPHTHERIA,DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36367,189609,US,CT,BRISTOL,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36368,189610,US,CT,BRISTOL,CITY,SCARLET FEVER,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36369,189609,US,MA,BROCKTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36370,189609,US,MA,BROCKTON,CITY,DIPHTHERIA,DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36371,189609,US,MA,BROOKLINE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36372,189610,US,NY,BROOKLYN,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,50,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36373,189610,US,NY,BROOKLYN,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36374,189610,US,NY,BROOKLYN,CITY,SCARLET FEVER,DEATHS,4,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36375,189610,US,NY,BROOKLYN,CITY,DIPHTHERIA,DEATHS,26,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36376,189610,US,NY,BROOKLYN,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,4,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36377,189609,US,OH,BUCYRUS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36378,189608,US,VT,BURLINGTON,CITY,SCARLET FEVER,DEATHS,1,1896-02-16,1896-02-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36379,189610,US,MA,CAMBRIDGE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36380,189610,US,MA,CAMBRIDGE,CITY,DIPHTHERIA,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36381,189609,US,SC,CHARLESTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36382,189609,US,SC,CHARLESTON,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36383,189609,US,IL,CHICAGO,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,60,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36384,189609,US,IL,CHICAGO,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,13,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36385,189609,US,IL,CHICAGO,CITY,SCARLET FEVER,DEATHS,2,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36386,189609,US,IL,CHICAGO,CITY,DIPHTHERIA,DEATHS,27,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36387,189610,US,IL,CHICAGO,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,45,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36388,189610,US,IL,CHICAGO,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,17,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36389,189610,US,IL,CHICAGO,CITY,DIPHTHERIA,DEATHS,17,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36390,189610,US,OH,CINCINNATI,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,19,1896-02-29,1896-03-06,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36391,189610,US,OH,CINCINNATI,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,4,1896-02-29,1896-03-06,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36392,189610,US,OH,CINCINNATI,CITY,SCARLET FEVER,DEATHS,1,1896-02-29,1896-03-06,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36393,189610,US,OH,CINCINNATI,CITY,DIPHTHERIA,DEATHS,4,1896-02-29,1896-03-06,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36394,189610,US,OH,CLEVELAND,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,7,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36395,189610,US,OH,CLEVELAND,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,4,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36396,189610,US,OH,CLEVELAND,CITY,DIPHTHERIA,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36397,189610,US,IN,COLUMBUS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36398,189610,US,OH,DAYTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,6,1896-02-28,1896-03-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36399,189610,US,OH,DAYTON,CITY,DIPHTHERIA,DEATHS,1,1896-02-28,1896-03-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36400,189608,US,CO,DENVER,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,8,1896-02-16,1896-02-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36401,189608,US,CO,DENVER,CITY,SCARLET FEVER,DEATHS,3,1896-02-16,1896-02-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36402,189610,US,MI,DETROIT,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36403,189610,US,MI,DETROIT,CITY,DIPHTHERIA,DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36404,189609,US,TX,EL PASO,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36405,189610,US,MA,EVERETT,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36406,189609,US,MA,FALL RIVER,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36407,189609,US,MA,FALL RIVER,CITY,SCARLET FEVER,DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36408,189609,US,MA,FALL RIVER,CITY,DIPHTHERIA,DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36409,189610,US,MA,FALL RIVER,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36410,189610,US,MA,FALL RIVER,CITY,SCARLET FEVER,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36411,189608,US,TX,FORT WORTH,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-02-19,1896-02-25,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36412,189609,US,MA,GLOUCESTER,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36413,189609,US,MA,GLOUCESTER,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36414,189610,US,MI,GRAND RAPIDS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36415,189610,US,MI,GRAND RAPIDS,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36416,189610,US,MA,HAVERHILL,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36417,189609,US,NJ,HOBOKEN,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36418,189609,US,FL,JACKSONVILLE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36419,189609,US,NJ,JERSEY CITY,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1896-02-24,1896-03-01,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36420,189609,US,NJ,JERSEY CITY,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,5,1896-02-24,1896-03-01,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36421,189609,US,NJ,JERSEY CITY,CITY,DIPHTHERIA,DEATHS,6,1896-02-24,1896-03-01,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36422,189609,US,NJ,JERSEY CITY,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,2,1896-02-24,1896-03-01,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36423,189609,US,MA,LAWRENCE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36424,189610,US,MA,LOWELL,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36425,189610,US,MA,LOWELL,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36426,189610,US,MA,LOWELL,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36427,189610,US,TN,MEMPHIS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36428,189609,US,OH,MIDDLETOWN,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36429,189610,US,AL,MOBILE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36430,189610,US,TN,NASHVILLE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,9,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36431,189610,US,TN,NASHVILLE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36432,189610,US,CT,NEW HAVEN,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1896-02-28,1896-03-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36433,189610,US,CT,NEW HAVEN,CITY,SCARLET FEVER,DEATHS,1,1896-02-28,1896-03-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36434,189610,US,CT,NEW HAVEN,CITY,DIPHTHERIA,DEATHS,1,1896-02-28,1896-03-05,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36435,189609,US,LA,NEW ORLEANS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,19,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36436,189609,US,LA,NEW ORLEANS,CITY,DIPHTHERIA,DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36437,189609,US,MA,NEWTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-21,1896-02-27,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36438,189609,US,MA,NEWTON,CITY,DIPHTHERIA,DEATHS,1,1896-02-21,1896-02-27,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36439,189610,US,MA,NEWTON,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36440,189610,US,MA,NEWTON,CITY,DIPHTHERIA,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36441,189610,US,NY,NEW YORK,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,89,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36442,189610,US,NY,NEW YORK,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36443,189610,US,NY,NEW YORK,CITY,SCARLET FEVER,DEATHS,8,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36444,189610,US,NY,NEW YORK,CITY,DIPHTHERIA,DEATHS,30,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36445,189610,US,NY,NEW YORK,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,10,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36446,189610,US,MA,NORTH ADAMS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36447,189609,US,NE,OMAHA,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36448,189610,US,NE,OMAHA,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36449,189610,US,NE,OMAHA,CITY,SCARLET FEVER,DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36450,189609,US,FL,PENSACOLA,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36451,189610,US,FL,PENSACOLA,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36452,189609,US,PA,PHILADELPHIA,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,60,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36453,189609,US,PA,PHILADELPHIA,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,5,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36454,189609,US,PA,PHILADELPHIA,CITY,SCARLET FEVER,DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36455,189609,US,PA,PHILADELPHIA,CITY,DIPHTHERIA,DEATHS,25,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36456,189609,US,PA,PHILADELPHIA,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,3,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36457,189609,US,PA,PITTSBURGH,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,11,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36458,189609,US,PA,PITTSBURGH,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,7,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36459,189609,US,PA,PITTSBURGH,CITY,DIPHTHERIA,DEATHS,3,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36460,189609,US,NJ,PLAINFIELD,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36461,189610,US,NJ,PLAINFIELD,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36462,189609,US,ME,PORTLAND,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36463,189610,US,ME,PORTLAND,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36464,189610,US,ME,PORTLAND,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36465,189610,US,NY,POUGHKEEPSIE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36466,189610,US,RI,PROVIDENCE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,5,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36467,189610,US,RI,PROVIDENCE,CITY,SCARLET FEVER,DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36468,189610,US,RI,PROVIDENCE,CITY,DIPHTHERIA,DEATHS,9,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36469,189610,US,RI,PROVIDENCE,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36470,189609,US,CO,PUEBLO,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,4,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36471,189609,US,CO,PUEBLO,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36472,189610,US,PA,READING,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-03-03,1896-03-09,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36473,189609,US,VA,RICHMOND,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,3,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36474,189609,US,MO,ST LOUIS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,24,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36475,189609,US,MO,ST LOUIS,CITY,DIPHTHERIA,DEATHS,9,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36476,189610,US,MO,ST LOUIS,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,24,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36477,189610,US,MO,ST LOUIS,CITY,DIPHTHERIA,DEATHS,3,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36478,189610,US,MO,ST LOUIS,CITY,WHOOPING COUGH [PERTUSSIS],DEATHS,1,1896-03-01,1896-03-07,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36479,189609,US,CA,SAN DIEGO,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36480,189609,US,CA,SAN FRANCISCO,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,25,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36481,189609,US,CA,SAN FRANCISCO,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,3,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36482,189609,US,CA,SAN FRANCISCO,CITY,DIPHTHERIA,DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36483,189609,US,CA,SANTA BARBARA,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36484,189606,US,WA,SEATTLE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-02,1896-02-08,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36485,189606,US,WA,SEATTLE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1896-02-02,1896-02-08,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36486,189607,US,WA,SEATTLE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,1,1896-02-09,1896-02-15,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36487,189607,US,WA,SEATTLE,CITY,TYPHOID FEVER [ENTERIC FEVER],DEATHS,1,1896-02-09,1896-02-15,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36488,189608,US,WA,SEATTLE,CITY,TUBERCULOSIS [PHTHISIS PULMONALIS],DEATHS,2,1896-02-16,1896-02-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36489,189608,US,WA,SEATTLE,CITY,DIPHTHERIA,DEATHS,1,1896-02-16,1896-02-22,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
36490,189609,US,WA,SEATTLE,CITY,SCARLET FEVER,DEATHS,1,1896-02-23,1896-02-29,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC1999627
